be	AUXcopNOUN	story	9
the	DETdetNOUN	story	9
story	NOUN_PREDICATE_OF	9	9
of	ADPcaseNOUN	war	9
the	DETdetNOUN	war	9
great	ADJamodNOUN	war	9
war	NOUNnmodNOUN	story	9
that	PRONobjVERB	fight	9
Rikki	PROPNcompoundNOUN	tikki	9
Rikki	PROPNinCOMPOUND	Rikki tikki	9
tikki	NOUNinCOMPOUND	Rikki tikki	9
9	ABOUT	Rikki tikki	9
-	PUNCTpunctNOUN	tikki	9
tavi	ADVrev_obl:npmodNOUN	tikki	9
9	ABOUT	tikki	9
-	PUNCTpunctNOUN	tikki	9
tavi	ADVadvmodVERB	fight	9
fight	VERBacl:relclNOUN	war	9
single	ADJadvmodVERB	hand	9
-	PUNCTpunctVERB	hand	9
hand	VERBxcompVERB	fight	9
,	PUNCTpunctVERB	fight	9
through	ADPcaseNOUN	room	9
the	DETdetNOUN	room	9
bath	NOUNcompoundNOUN	room	9
bath	NOUNinCOMPOUND	bath room	9
room	NOUNinCOMPOUND	bath room	9
9	ABOUT	bath room	9
-	PUNCTpunctNOUN	room	9
fight	VERBrev_oblNOUN	room	9
9	ABOUT	room	9
of	ADPcaseNOUN	bungalow	9
the	DETdetNOUN	bungalow	9
big	ADJamodNOUN	bungalow	9
bungalow	NOUNnmodNOUN	room	9
in	ADPcaseNOUN	cantonment	9
Segowlee	PROPNcompoundNOUN	cantonment	9
Segowlee	PROPNinCOMPOUND	Segowlee cantonment	9
cantonment	NOUNinCOMPOUND	Segowlee cantonment	9
9	ABOUT	Segowlee cantonment	9
cantonment	NOUNnmodNOUN	bungalow	9
.	PUNCTpunctNOUN	story	9
Darzee	PROPNnsubjVERB	help	10
,	PUNCTpunctPROPN	Darzee	10
the	DETdetPROPN	Tailorbird	10
Tailorbird	PROPNapposPROPN	Darzee	10
,	PUNCTpunctVERB	help	10
help	VERB_PREDICATE_OF	10	10
he	PRONobjVERB	help	10
,	PUNCTpunctPROPN	Chuchundra	10
and	CCONJccPROPN	Chuchundra	10
Chuchundra	PROPNconjPRON	he	10
,	PUNCTpunctPROPN	Chuchundra	10
the	DETdetNOUN	rat	10
musk	NOUNcompoundNOUN	rat	10
musk	NOUNinCOMPOUND	musk rat	10
rat	NOUNinCOMPOUND	musk rat	10
10	ABOUT	musk rat	10
-	PUNCTpunctNOUN	rat	10
rat	NOUNapposPROPN	Chuchundra	10
,	PUNCTpunctNOUN	rat	10
who	PRONnsubjVERB	come	10
never	ADVadvmodVERB	come	10
come	VERBacl:relclNOUN	rat	10
out	ADPcompound:prtVERB	come	10
into	ADPcaseNOUN	middle	10
the	DETdetNOUN	middle	10
come	VERBrev_oblNOUN	middle	10
10	ABOUT	middle	10
of	ADPcaseNOUN	floor	10
the	DETdetNOUN	floor	10
floor	NOUNnmodNOUN	middle	10
,	PUNCTpunctVERB	creep	10
but	CCONJccVERB	creep	10
always	ADVadvmodVERB	creep	10
creep	VERBconjVERB	come	10
round	ADVadvmodVERB	creep	10
by	ADPcaseNOUN	wall	10
the	DETdetNOUN	wall	10
creep	VERBrev_oblNOUN	wall	10
10	ABOUT	wall	10
,	PUNCTpunctVERB	give	10
give	VERBconjVERB	creep	10
he	PRONiobjVERB	give	10
give	VERBrev_objNOUN	advice	10
10	ABOUT	advice	10
,	PUNCTpunctVERB	do	10
but	CCONJccVERB	do	10
Rikki	PROPNcompoundNOUN	tikki	10
Rikki	PROPNinCOMPOUND	Rikki tikki	10
tikki	NOUNinCOMPOUND	Rikki tikki	10
10	ABOUT	Rikki tikki	10
-	PUNCTpunctNOUN	tikki	10
do	VERBrev_nsubjNOUN	tikki	10
10	ABOUT	tikki	10
do	VERBconjVERB	help	10
the	DETdetNOUN	fighting	10
real	ADJamodNOUN	fighting	10
do	VERBrev_objNOUN	fighting	10
10	ABOUT	fighting	10
.	PUNCTpunctVERB	help	10
he	PRONnsubjNOUN	mongoose	11
be	AUXcopNOUN	mongoose	11
a	DETdetNOUN	mongoose	11
mongoose	NOUN_PREDICATE_OF	11	11
,	PUNCTpunctNOUN	cat	11
rather	ADVccNOUN	cat	11
like	ADPfixedADV	rather	11
a	DETdetNOUN	cat	11
little	ADJamodNOUN	cat	11
cat	NOUNconjNOUN	mongoose	11
in	ADPcaseNOUN	fur	11
he	PRONnmod:possNOUN	fur	11
fur	NOUNnmodNOUN	cat	11
and	CCONJccNOUN	tail	11
he	PRONnmod:possNOUN	tail	11
tail	NOUNconjNOUN	fur	11
,	PUNCTpunctNOUN	weasel	11
but	CCONJccNOUN	weasel	11
quite	DETdet:predetNOUN	weasel	11
like	ADPcaseNOUN	weasel	11
a	DETdetNOUN	weasel	11
weasel	NOUNconjNOUN	mongoose	11
in	ADPcaseNOUN	head	11
he	PRONnmod:possNOUN	head	11
head	NOUNnmodNOUN	weasel	11
and	CCONJccNOUN	habit	11
he	PRONnmod:possNOUN	habit	11
habit	NOUNconjNOUN	head	11
.	PUNCTpunctNOUN	mongoose	11
he	PRONnmod:possNOUN	eye	12
pink	ADJrev_nsubjNOUN	eye	12
12	ABOUT	eye	12
and	CCONJccNOUN	end	12
the	DETdetNOUN	end	12
end	NOUNconjNOUN	eye	12
of	ADPcaseNOUN	nose	12
he	PRONnmod:possNOUN	nose	12
restless	ADJamodNOUN	nose	12
nose	NOUNnmodNOUN	end	12
be	AUXcopADJ	pink	12
pink	ADJ_PREDICATE_OF	12	12
.	PUNCTpunctADJ	pink	12
he	PRONnsubjVERB	scratch	13
could	AUXauxVERB	scratch	13
scratch	VERB_PREDICATE_OF	13	13
himself	PRONobjVERB	scratch	13
anywhere	ADVadvmodVERB	scratch	13
he	PRONnsubjADJ	pleased	13
pleased	ADJparataxisVERB	scratch	13
with	ADPcaseNOUN	leg	13
any	DETdetNOUN	leg	13
pleased	ADJrev_oblNOUN	leg	13
13	ABOUT	leg	13
,	PUNCTpunctNOUN	front	13
front	NOUNconjNOUN	leg	13
or	CCONJccADV	back	13
back	ADVconjNOUN	front	13
,	PUNCTpunctVERB	scratch	13
that	SCONJmarkVERB	choose	13
he	PRONnsubjVERB	choose	13
choose	VERBadvclADJ	pleased	13
to	PARTmarkVERB	use	13
use	VERBxcompVERB	choose	13
.	PUNCTpunctVERB	scratch	13
he	PRONnsubjVERB	flyff	14
could	AUXauxVERB	flyff	14
flyff	VERB_PREDICATE_OF	14	14
up	ADPcompound:prtVERB	flyff	14
he	PRONnmod:possNOUN	tail	14
flyff	VERBrev_objNOUN	tail	14
14	ABOUT	tail	14
till	SCONJmarkVERB	look	14
it	PRONnsubjVERB	look	14
look	VERBadvclVERB	flyff	14
like	ADPcaseNOUN	brush	14
a	DETdetNOUN	brush	14
bottle	NOUNcompoundNOUN	brush	14
bottle	NOUNinCOMPOUND	bottle brush	14
brush	NOUNinCOMPOUND	bottle brush	14
14	ABOUT	bottle brush	14
look	VERBrev_oblNOUN	brush	14
14	ABOUT	brush	14
,	PUNCTpunctVERB	cry	14
and	CCONJccVERB	cry	14
he	PRONnmod:possNOUN	war	14
cry	VERBrev_nsubjNOUN	war	14
14	ABOUT	war	14
cry	VERBconjVERB	flyff	14
as	SCONJmarkVERB	scuttle	14
he	PRONnsubjVERB	scuttle	14
scuttle	VERBadvclVERB	cry	14
through	ADPcaseNOUN	grass	14
the	DETdetNOUN	grass	14
long	ADJamodNOUN	grass	14
scuttle	VERBrev_oblNOUN	grass	14
14	ABOUT	grass	14
be	AUXcopNOUN	tchk	14
:	PUNCTpunctNOUN	tchk	14
""""	PUNCTpunctNOUN	tchk	14
Rikk	PROPNcompoundNOUN	tchk	14
Rikk	PROPNinCOMPOUND	Rikk tchk	14
tchk	NOUNinCOMPOUND	Rikk tchk	14
14	ABOUT	Rikk tchk	14
-	PUNCTpunctNOUN	tchk	14
tikk	NOUNcompoundNOUN	tchk	14
tikk	NOUNinCOMPOUND	tikk tchk	14
tchk	NOUNinCOMPOUND	tikk tchk	14
14	ABOUT	tikk tchk	14
-	PUNCTpunctNOUN	tchk	14
tikki	NOUNcompoundNOUN	tchk	14
tikki	NOUNinCOMPOUND	tikki tchk	14
tchk	NOUNinCOMPOUND	tikki tchk	14
14	ABOUT	tikki tchk	14
-	PUNCTpunctNOUN	tchk	14
tikki	NOUNcompoundNOUN	tchk	14
tikki	NOUNinCOMPOUND	tikki tchk	14
tchk	NOUNinCOMPOUND	tikki tchk	14
14	ABOUT	tikki tchk	14
-	PUNCTpunctNOUN	tchk	14
tchk	NOUNparataxisVERB	flyff	14
!	PUNCTpunctVERB	flyff	14
""""	PUNCTpunctVERB	flyff	14
one	NUMnummodNOUN	day	15
wash	VERBrev_obl:tmodNOUN	day	15
15	ABOUT	day	15
,	PUNCTpunctVERB	wash	15
a	DETdetNOUN	flood	15
high	ADJamodNOUN	flood	15
summer	NOUNcompoundNOUN	flood	15
summer	NOUNinCOMPOUND	summer flood	15
flood	NOUNinCOMPOUND	summer flood	15
15	ABOUT	summer flood	15
wash	VERBrev_nsubjNOUN	flood	15
15	ABOUT	flood	15
wash	VERB_PREDICATE_OF	15	15
he	PRONobjVERB	wash	15
out	ADPcaseNOUN	burrow	15
of	ADPcaseNOUN	burrow	15
the	DETdetNOUN	burrow	15
wash	VERBrev_oblNOUN	burrow	15
15	ABOUT	burrow	15
where	ADVadvmodVERB	live	15
he	PRONnsubjVERB	live	15
live	VERBacl:relclNOUN	burrow	15
with	ADPcaseNOUN	father	15
he	PRONnmod:possNOUN	father	15
live	VERBrev_oblNOUN	father	15
15	ABOUT	father	15
and	CCONJccNOUN	mother	15
mother	NOUNconjNOUN	father	15
,	PUNCTpunctVERB	carry	15
and	CCONJccVERB	carry	15
carry	VERBconjVERB	live	15
he	PRONobjVERB	carry	15
,	PUNCTpunctVERB	carry	15
kick	VERBadvclVERB	carry	15
and	CCONJccVERB	cluck	15
cluck	VERBconjVERB	kick	15
,	PUNCTpunctVERB	kick	15
down	ADPcaseNOUN	ditch	15
a	DETdetNOUN	ditch	15
roadside	NOUNcompoundNOUN	ditch	15
roadside	NOUNinCOMPOUND	roadside ditch	15
ditch	NOUNinCOMPOUND	roadside ditch	15
15	ABOUT	roadside ditch	15
kick	VERBrev_oblNOUN	ditch	15
15	ABOUT	ditch	15
.	PUNCTpunctVERB	wash	15
he	PRONnsubjVERB	find	16
find	VERB_PREDICATE_OF	16	16
a	DETdetNOUN	wisp	16
little	ADJamodNOUN	wisp	16
find	VERBrev_objNOUN	wisp	16
16	ABOUT	wisp	16
of	ADPcaseNOUN	grass	16
grass	NOUNnmodNOUN	wisp	16
float	VERBxcompVERB	find	16
there	ADVadvmodVERB	float	16
,	PUNCTpunctVERB	cling	16
and	CCONJccVERB	cling	16
cling	VERBconjVERB	find	16
to	ADPcasePRON	it	16
it	PRONoblVERB	cling	16
till	SCONJmarkVERB	lose	16
he	PRONnsubjVERB	lose	16
lose	VERBadvclVERB	cling	16
he	PRONnmod:possNOUN	sense	16
lose	VERBrev_objNOUN	sense	16
16	ABOUT	sense	16
.	PUNCTpunctVERB	find	16
when	ADVmarkVERB	revive	17
he	PRONnsubjVERB	revive	17
revive	VERBadvclVERB	lie	17
,	PUNCTpunctVERB	lie	17
he	PRONnsubjVERB	lie	17
be	AUXauxVERB	lie	17
lie	VERB_PREDICATE_OF	17	17
in	ADPcaseNOUN	sun	17
the	DETdetNOUN	sun	17
hot	ADJamodNOUN	sun	17
lie	VERBrev_oblNOUN	sun	17
17	ABOUT	sun	17
on	ADPcaseNOUN	middle	17
the	DETdetNOUN	middle	17
lie	VERBrev_oblNOUN	middle	17
17	ABOUT	middle	17
of	ADPcaseNOUN	path	17
a	DETdetNOUN	path	17
garden	NOUNcompoundNOUN	path	17
garden	NOUNinCOMPOUND	garden path	17
path	NOUNinCOMPOUND	garden path	17
17	ABOUT	garden path	17
path	NOUNnmodNOUN	middle	17
,	PUNCTpunctVERB	draggle	17
very	ADVadvmodVERB	draggle	17
draggle	VERBconjVERB	lie	17
indeed	ADVadvmodVERB	draggle	17
,	PUNCTpunctVERB	say	17
and	CCONJccVERB	say	17
a	DETdetNOUN	boy	17
small	ADJamodNOUN	boy	17
say	VERBrev_nsubjNOUN	boy	17
17	ABOUT	boy	17
be	AUXauxVERB	say	17
say	VERBconjVERB	lie	17
,	PUNCTpunctVERB	say	17
""""	PUNCTpunctADV	here	17
here	ADVccompVERB	say	17
be	AUXcopADV	here	17
a	DETdetNOUN	mongoose	17
dead	ADJamodNOUN	mongoose	17
here	ADVrev_nsubjNOUN	mongoose	17
17	ABOUT	mongoose	17
.	PUNCTpunctVERB	lie	17
let	VERB_PREDICATE_OF	18	18
us	PRONobjVERB	let	18
have	VERBxcompVERB	let	18
a	DETdetNOUN	funeral	18
have	VERBrev_objNOUN	funeral	18
18	ABOUT	funeral	18
.	PUNCTpunctVERB	let	18
""""	PUNCTpunctVERB	let	18
""""	PUNCTpunctVERB	say	19
no	INTJdiscourseVERB	say	19
,	PUNCTpunctVERB	say	19
""""	PUNCTpunctVERB	say	19
say	VERB_PREDICATE_OF	19	19
he	PRONnmod:possNOUN	mother	19
say	VERBrev_objNOUN	mother	19
19	ABOUT	mother	19
,	PUNCTpunctVERB	let	19
""""	PUNCTpunctVERB	let	19
let	VERBccompVERB	say	19
us	PRONobjVERB	let	19
take	VERBxcompVERB	let	19
he	PRONobjVERB	take	19
in	ADVadvmodVERB	take	19
and	CCONJccVERB	dry	19
dry	VERBconjVERB	take	19
he	PRONobjVERB	dry	19
.	PUNCTpunctVERB	let	19
perhaps	ADVadvmodADJ	dead	20
he	PRONnsubjADJ	dead	20
be	AUXcopADJ	dead	20
not	PARTadvmodADJ	dead	20
really	ADVadvmodADJ	dead	20
dead	ADJ_PREDICATE_OF	20	20
.	PUNCTpunctADJ	dead	20
""""	PUNCTpunctADJ	dead	20
they	PRONnsubjVERB	take	21
take	VERB_PREDICATE_OF	21	21
he	PRONobjVERB	take	21
into	ADPcaseNOUN	house	21
the	DETdetNOUN	house	21
take	VERBrev_oblNOUN	house	21
21	ABOUT	house	21
,	PUNCTpunctVERB	pick	21
and	CCONJccVERB	pick	21
a	DETdetNOUN	man	21
big	ADJamodNOUN	man	21
pick	VERBrev_nsubjNOUN	man	21
21	ABOUT	man	21
pick	VERBconjVERB	take	21
he	PRONobjVERB	pick	21
up	ADPcompound:prtVERB	pick	21
between	ADPcaseNOUN	finger	21
he	PRONnmod:possNOUN	finger	21
pick	VERBrev_oblNOUN	finger	21
21	ABOUT	finger	21
and	CCONJccNOUN	thumb	21
thumb	NOUNconjNOUN	finger	21
and	CCONJccVERB	say	21
say	VERBconjVERB	take	21
he	PRONnsubjADJ	dead	21
be	AUXcopADJ	dead	21
not	PARTadvmodADJ	dead	21
dead	ADJccompVERB	say	21
but	CCONJccVERB	choke	21
half	ADVadvmodVERB	choke	21
choke	VERBconjADJ	dead	21
.	PUNCTpunctVERB	take	21
so	ADVadvmodVERB	wrap	22
they	PRONnsubjVERB	wrap	22
wrap	VERB_PREDICATE_OF	22	22
he	PRONobjVERB	wrap	22
in	ADPcaseNOUN	wool	22
cotton	NOUNcompoundNOUN	wool	22
cotton	NOUNinCOMPOUND	cotton wool	22
wool	NOUNinCOMPOUND	cotton wool	22
22	ABOUT	cotton wool	22
wrap	VERBrev_oblNOUN	wool	22
22	ABOUT	wool	22
,	PUNCTpunctVERB	warm	22
and	CCONJccVERB	warm	22
warm	VERBconjVERB	wrap	22
he	PRONobjVERB	warm	22
over	ADPcaseNOUN	fire	22
a	DETdetNOUN	fire	22
little	ADJamodNOUN	fire	22
warm	VERBrev_oblNOUN	fire	22
22	ABOUT	fire	22
,	PUNCTpunctVERB	open	22
and	CCONJccVERB	open	22
he	PRONnsubjVERB	open	22
open	VERBconjVERB	wrap	22
he	PRONnmod:possNOUN	eye	22
open	VERBrev_objNOUN	eye	22
22	ABOUT	eye	22
and	CCONJccVERB	sneeze	22
sneeze	VERBconjVERB	open	22
.	PUNCTpunctVERB	wrap	22
""""	PUNCTpunctVERB	say	23
now	ADVadvmodVERB	say	23
,	PUNCTpunctVERB	say	23
""""	PUNCTpunctVERB	say	23
say	VERB_PREDICATE_OF	23	23
the	DETdetNOUN	man	23
big	ADJamodNOUN	man	23
frighten	VERBrev_nsubjNOUN	man	23
23	ABOUT	man	23
(	PUNCTpunctNOUN	englishman	23
he	PRONnsubjNOUN	englishman	23
be	AUXcopNOUN	englishman	23
a	DETdetNOUN	englishman	23
englishman	NOUNacl:relclNOUN	man	23
who	PRONnsubjVERB	move	23
have	AUXauxVERB	move	23
just	ADVadvmodVERB	move	23
move	VERBacl:relclNOUN	englishman	23
into	ADPcaseNOUN	bungalow	23
the	DETdetNOUN	bungalow	23
move	VERBrev_oblNOUN	bungalow	23
23	ABOUT	bungalow	23
)	PUNCTpunctNOUN	englishman	23
,	PUNCTpunctVERB	frighten	23
""""	PUNCTpunctVERB	frighten	23
do	AUXauxVERB	frighten	23
not	PARTadvmodVERB	frighten	23
frighten	VERBccompVERB	say	23
he	PRONobjVERB	frighten	23
,	PUNCTpunctVERB	see	23
and	CCONJccVERB	see	23
we	PRONnsubjVERB	see	23
will	AUXauxVERB	see	23
see	VERBconjVERB	frighten	23
what	PRONobjVERB	do	23
he	PRONnsubjVERB	do	23
will	AUXauxVERB	do	23
do	VERBccompVERB	see	23
.	PUNCTpunctVERB	frighten	23
""""	PUNCTpunctVERB	frighten	23
it	PRONnsubjNOUN	thing	24
be	AUXcopNOUN	thing	24
the	DETdetNOUN	thing	24
hardest	ADJamodNOUN	thing	24
thing	NOUN_PREDICATE_OF	24	24
in	ADPcaseNOUN	world	24
the	DETdetNOUN	world	24
world	NOUNnmodNOUN	thing	24
to	PARTmarkVERB	frighten	24
frighten	VERBcsubjNOUN	thing	24
a	DETdetNOUN	mongoose	24
frighten	VERBrev_objNOUN	mongoose	24
24	ABOUT	mongoose	24
,	PUNCTpunctNOUN	thing	24
because	SCONJmarkVERB	eat	24
he	PRONnsubj:passVERB	eat	24
be	AUXaux:passVERB	eat	24
eat	VERBadvclVERB	frighten	24
up	ADPcompound:prtVERB	eat	24
from	ADPcaseNOUN	nose	24
eat	VERBrev_oblNOUN	nose	24
24	ABOUT	nose	24
to	PARTmarkVERB	tail	24
tail	VERBadvclVERB	eat	24
with	ADPcaseNOUN	curiosity	24
tail	VERBrev_oblNOUN	curiosity	24
24	ABOUT	curiosity	24
.	PUNCTpunctNOUN	thing	24
the	DETdetNOUN	motto	25
run	VERBrev_nsubj:passNOUN	motto	25
25	ABOUT	motto	25
of	ADPcaseNOUN	family	25
all	DETdet:predetNOUN	family	25
the	DETdetNOUN	family	25
mongoose	NOUNcompoundNOUN	family	25
mongoose	NOUNinCOMPOUND	mongoose family	25
family	NOUNinCOMPOUND	mongoose family	25
25	ABOUT	mongoose family	25
family	NOUNnmodNOUN	motto	25
be	AUXaux:passVERB	run	25
""""	PUNCTpunctVERB	run	25
run	VERB_PREDICATE_OF	25	25
and	CCONJccVERB	find	25
find	VERBconjVERB	run	25
out	ADPcompound:prtVERB	find	25
,	PUNCTpunctNOUN	mongoose	25
""""	PUNCTpunctVERB	run	25
and	CCONJccNOUN	mongoose	25
Rikki	PROPNcompoundNOUN	tikki	25
Rikki	PROPNinCOMPOUND	Rikki tikki	25
tikki	NOUNinCOMPOUND	Rikki tikki	25
25	ABOUT	Rikki tikki	25
-	PUNCTpunctNOUN	tikki	25
mongoose	NOUNrev_nsubjNOUN	tikki	25
25	ABOUT	tikki	25
be	AUXcopNOUN	mongoose	25
a	DETdetNOUN	mongoose	25
true	ADJamodNOUN	mongoose	25
mongoose	NOUNconjVERB	run	25
.	PUNCTpunctVERB	run	25
he	PRONnsubjVERB	look	26
look	VERB_PREDICATE_OF	26	26
at	ADPcaseNOUN	wool	26
the	DETdetNOUN	wool	26
cotton	NOUNcompoundNOUN	wool	26
cotton	NOUNinCOMPOUND	cotton wool	26
wool	NOUNinCOMPOUND	cotton wool	26
26	ABOUT	cotton wool	26
look	VERBrev_oblNOUN	wool	26
26	ABOUT	wool	26
,	PUNCTpunctVERB	decide	26
decide	VERBconjVERB	look	26
that	SCONJmarkADJ	good	26
it	PRONexplADJ	good	26
be	AUXcopADJ	good	26
not	PARTadvmodADJ	good	26
good	ADJccompVERB	decide	26
to	PARTmarkVERB	eat	26
eat	VERBcsubjADJ	good	26
,	PUNCTpunctVERB	run	26
run	VERBconjADJ	good	26
all	ADVadvmodNOUN	table	26
round	ADPcaseNOUN	table	26
the	DETdetNOUN	table	26
run	VERBrev_oblNOUN	table	26
26	ABOUT	table	26
,	PUNCTpunctVERB	sit	26
sit	VERBconjADJ	good	26
up	ADPcompound:prtVERB	sit	26
and	CCONJccVERB	put	26
put	VERBconjVERB	sit	26
he	PRONnmod:possNOUN	fur	26
put	VERBrev_objNOUN	fur	26
26	ABOUT	fur	26
in	ADPmarkVERB	scratch	26
order	NOUNfixedADP	in	26
,	PUNCTpunctVERB	scratch	26
scratch	VERBconjVERB	put	26
himself	PRONobjVERB	scratch	26
,	PUNCTpunctVERB	jump	26
and	CCONJccVERB	jump	26
jump	VERBconjVERB	scratch	26
on	ADPcaseNOUN	shoulder	26
the	DETdetNOUN	boy	26
small	ADJamodNOUN	boy	26
boy	NOUNnmod:possNOUN	shoulder	26
's	PARTcaseNOUN	boy	26
jump	VERBrev_oblNOUN	shoulder	26
26	ABOUT	shoulder	26
.	PUNCTpunctVERB	look	26
""""	PUNCTpunctVERB	say	27
do	AUXauxADJ	frightened	27
not	PARTadvmodADJ	frightened	27
be	AUXcopADJ	frightened	27
frightened	ADJccompVERB	say	27
,	PUNCTpunctADJ	frightened	27
Teddy	PROPNvocativeADJ	frightened	27
,	PUNCTpunctVERB	say	27
""""	PUNCTpunctVERB	say	27
say	VERB_PREDICATE_OF	27	27
he	PRONnmod:possNOUN	father	27
say	VERBrev_nsubjNOUN	father	27
27	ABOUT	father	27
.	PUNCTpunctVERB	say	27
""""	PUNCTpunctNOUN	way	28
that	PRONnsubjNOUN	way	28
be	AUXcopNOUN	way	28
he	PRONnmod:possNOUN	way	28
way	NOUN_PREDICATE_OF	28	28
of	SCONJmarkVERB	make	28
make	VERBaclNOUN	way	28
make	VERBrev_objNOUN	friend	28
28	ABOUT	friend	28
.	PUNCTpunctNOUN	way	28
""""	PUNCT_PREDICATE_OF	29	29
""""	PUNCTpunctINTJ	ouch	30
ouch	INTJ_PREDICATE_OF	30	30
!	PUNCTpunctINTJ	ouch	30
he	PRONnsubjVERB	tickle	31
be	AUXauxVERB	tickle	31
tickle	VERBccompVERB	say	31
under	ADPcaseNOUN	chin	31
my	PRONnmod:possNOUN	chin	31
tickle	VERBrev_oblNOUN	chin	31
31	ABOUT	chin	31
,	PUNCTpunctVERB	say	31
""""	PUNCTpunctVERB	say	31
say	VERB_PREDICATE_OF	31	31
Teddy	PROPNnsubjVERB	say	31
.	PUNCTpunctVERB	say	31
